id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
10927,31.0,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.518776342,0.433407697,35.78105469,6626.8515
10928,703.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.46424992,0.428118259,33.53267475,5395.33158
10929,176.0,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.608455265,0.504233755,41.78031158,7793.44206
10930,517.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.49368953,0.442789316,35.88512085,5643.36045
10931,674.0,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.419015102,0.422918386,32.46181948,4574.81387
10932,693.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.593029845,0.495006371,41.71941614,7101.75783
10933,151.0,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.437424398,0.432722017,34.78799327,4905.49871
10934,608.0,25.0,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.476202171,0.419215723,35.17991165,5747.56017
10935,565.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.467569149,0.428118259,33.99420814,5605.221
10936,693.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.606612254,0.502418156,42.33928002,7945.18784
10937,140.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.599953146,0.498282106,42.16770498,7570.60862
10938,94.0,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.551264467,0.455175377,38.45252155,6960.10751
10939,681.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.523070143,0.463806532,37.96058614,6608.04163
10940,710.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.429000524,0.391211231,31.10924166,4568.67217
10941,503.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.403217329,0.401087683,30.12737627,4684.89321
10942,545.0,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.542170237,0.43226586,35.82485206,6260.47363
10943,163.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.444908279,0.419720202,32.5057415,4768.59437
10944,336.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.62809913,0.508336663,43.25124178,8104.93497
10945,741.0,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.566645314,0.474798231,38.17659701,6467.65476
10946,401.0,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.536209474,0.444587916,36.09379556,6960.10751
10947,693.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.567958657,0.462760521,37.81761708,6887.46649
10948,529.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.585434474,0.48648622,40.86547798,7878.81768
10949,145.0,12.5,0.25,0.25,0.38,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.496019026,0.448597173,35.92331365,5684.14351
10950,690.0,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.519184034,0.421839609,37.03174422,6554.97686
10951,297.0,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.483872542,0.411546877,36.04777028,5876.96001
10952,304.0,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.490242145,0.447536765,33.99420814,5596.22636
10953,757.0,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.489635345,0.445071322,35.71826335,5424.12351
10954,140.0,12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.427005551,0.404575636,31.50270183,4952.9856
10955,743.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.561962455,0.471828735,39.82088488,6948.2288
10956,735.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.390063566,0.393118491,29.31600198,3900.34404
10957,559.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.481204499,0.464639165,34.02922281,5544.62172
10958,667.0,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.570329618,0.488527456,37.67828481,6520.8976
10959,139.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.571610169,0.482227496,40.55501923,7207.4203
10960,552.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.33163021,0.381767872,28.13589892,3269.27176
10961,431.0,12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.578887446,0.485912698,40.73826603,7564.77493
10962,523.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.490965919,0.442789316,35.51371293,5942.42162
10963,742.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.538703555,0.442111609,37.97024343,7013.00281
10964,759.0,25.0,0.5,0.38,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.549794912,0.477940817,38.94515185,6673.304
10965,74.0,12.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.509158377,0.455453173,36.14878201,6493.47253
10966,533.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.311920972,0.40166998,30.80685608,1637.70402
10967,590.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.48180056,0.424902006,33.95797729,5330.36931
10968,533.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.480072982,0.466670798,34.76957798,5649.03716
10969,523.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.450102564,0.401236607,32.30682928,5154.97591
10970,284.0,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.607679197,0.502740901,43.38204316,7800.50128
10971,466.0,25.0,0.5,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.58492102,0.488638858,40.55976952,7085.06308
10972,415.0,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.635315515,0.524860365,44.99434918,8465.88563
10973,480.0,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.496618271,0.445071322,35.11807556,7907.24067
10974,376.0,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.625727004,0.524273231,43.43220995,8263.28974
10975,245.0,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.607679197,0.503991707,42.23972427,7778.34916
10976,280.0,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.527591617,0.426746554,38.37855771,6749.51819
10977,646.0,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.520180895,0.501568683,44.59947057,8634.77583
10978,243.0,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.553663086,0.478760617,38.04275581,7628.6476
10979,556.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.397278517,0.399556226,30.39027791,4310.6254
10980,233.0,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.509001253,0.430358895,36.46620322,6620.09877
10981,565.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.449877074,0.426437069,33.3406292,4926.27902
10982,660.0,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.518626455,0.43226586,35.77113923,6328.89332
10983,145.0,12.5,0.25,0.25,0.38,0.25,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.404225284,0.404575636,31.10161493,4334.84122
10984,50.0,25.0,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.349908358,0.38126925,28.28409524,3269.27176
10985,175.0,12.5,0.25,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.629606256,0.521136035,44.56159301,8263.28974
10986,552.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.466279462,0.419215723,34.01445364,5649.03716
10987,22.0,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.429210588,0.42726083,33.29902167,4926.27902
10988,634.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.551234401,0.477438541,38.3177098,6528.79888
10989,47.0,25.0,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.402052391,0.40166998,30.12737627,4125.75712
10990,568.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.456503309,0.425457642,33.70643359,5234.74696
10991,506.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.476202171,0.43910209,34.83881461,5504.75083
10992,153.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.392583006,0.399983862,30.12737627,4068.35066
10993,230.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.524577301,0.460322355,37.20361319,6328.89332
10994,673.0,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.449875425,0.42726083,33.22890035,5199.79211
10995,229.0,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.395636151,0.399556226,30.54630597,4062.73953
10996,684.0,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.476364762,0.418219535,33.99420814,6368.84982
10997,239.0,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.507115625,0.459464772,36.09379556,5495.36535
10998,639.0,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.558394035,0.474952374,39.17159714,7101.75783
10999,222.0,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.492545864,0.441301913,35.71826335,5556.3746
11000,185.0,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.463097152,0.426773305,33.44938499,5329.2632
11001,685.0,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.402052391,0.409269062,31.10924166,4357.82292
11002,480.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.498729997,0.445497348,35.49496278,6020.87569
11003,693.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.566076664,0.485218942,39.18675925,7243.22611
11004,626.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.524577301,0.46389552,37.67828481,6626.8515
11005,735.0,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.396762494,0.395911623,31.55298278,4489.22384
11006,73.0,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.427005551,0.401506621,30.79374092,4952.01304
11007,415.0,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.551234401,0.471249919,39.82088488,7024.74836
11008,171.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.543722877,0.463678535,37.74750888,6299.22636
11009,621.0,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.402052391,0.403476889,31.66559817,5016.74159
11010,459.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.466109593,0.429230513,33.85831713,5498.58395
11011,707.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.509560238,0.429702536,36.81018683,6132.99793
11012,240.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.520637077,0.46326367,37.7513957,6279.3385
11013,160.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.632108665,0.519045161,44.99434918,8465.88563
11014,155.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.576561833,0.481173502,39.7419306,7440.71201
11015,626.0,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.53255682,0.461801728,37.33160636,6188.47714
11016,757.0,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.564904359,0.486816771,40.82972076,6898.39095
11017,506.0,25.0,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.494584864,0.438026493,35.48700839,5916.86224
11018,660.0,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.509001253,0.432722017,36.66168432,6347.56076
11019,429.0,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.579981861,0.485099788,39.58916872,7483.73632
11020,127.0,12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.524887803,0.452143551,37.77937909,6528.79888
11021,235.0,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.594836828,0.497978979,41.94865711,7738.88171
11022,258.0,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.506987743,0.423865656,35.97225667,6493.47253
11023,482.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.514537018,0.467854471,38.34178123,6528.79888
11024,579.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.497274998,0.447536765,35.50118221,5735.13303
11025,513.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.468832886,0.423988312,34.87598919,5830.48855
11026,551.0,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.459358436,0.408088064,32.34445707,5333.87334
11027,594.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.572725923,0.491169185,41.2557857,7163.9441
11028,394.0,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.58492102,0.484698098,40.37019338,7183.10038
11029,648.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.262139643,0.380185034,29.55949395,2379.90521
11030,684.0,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.559908358,0.455238354,38.4173944,6992.82314
11031,109.0,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.626397463,0.516147572,43.93700206,8254.12654
11032,730.0,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.468921469,0.420093742,34.18362679,5772.91016
11033,629.0,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.497503209,0.446450716,35.17991165,6024.94599
11034,706.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.638787728,0.50404651,44.72163541,8064.73881
11035,254.0,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.527399614,0.48651762,39.09961353,6986.80996
11036,188.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.621749749,0.529501569,43.17615175,8655.67644
11037,461.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.466297848,0.439422701,33.29902167,5330.36931
11038,676.0,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.493693466,0.447536765,35.97225667,5865.38472
11039,604.0,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.53255682,0.461801728,36.46620322,6922.84679
11040,590.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.495987728,0.444587916,36.98857322,6117.4759
11041,198.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.600340952,0.490981116,41.93725753,7570.60862
11042,332.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.630637776,0.513721618,43.28624094,8655.67644
11043,262.0,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.488308859,0.44252903,36.68541263,5739.68029
11044,385.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.436893878,0.39617025,32.31099546,5329.2632
11045,295.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.490320807,0.443754909,35.11807556,7510.79057
11046,14.0,37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.437609121,0.426773305,33.97877886,4740.01505
11047,126.0,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.502106031,0.450498441,36.99403039,6071.2289
11048,581.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.401490054,0.402728888,30.057704,4125.75712
11049,287.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.594206083,0.490020262,41.71941614,7440.71201
11050,621.0,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.496598201,0.455384537,35.17991165,5501.87808
11051,45.0,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.480386371,0.417545412,35.89837298,6254.65511
11052,633.0,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.442693354,0.398116316,33.29902167,5864.12845
11053,649.0,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.427977027,0.419720202,32.15868546,4234.86859
11054,715.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.51204794,0.460369104,37.35683231,6030.98074
11055,106.0,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.611462998,0.50404651,42.13008169,8621.81568
11056,264.0,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.610860604,0.502062222,43.93700206,7858.68558
11057,164.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.63346314,0.503371107,42.17176453,7933.30235
11058,513.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.483671436,0.445134287,35.8744954,5794.89185
11059,16.0,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.33163021,0.373856466,27.735098,3049.39771
11060,581.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.408178454,0.403129918,31.88840203,4218.32799
11061,626.0,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.401490054,0.388821721,30.54630597,4200.97375
11062,233.0,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.575902218,0.488568502,39.49160012,7639.54789
11063,583.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.463537294,0.464639165,34.76957798,4830.95981
11064,461.0,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.439423956,0.41553133,32.81196654,4899.11899
11065,597.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.506190323,0.451546571,36.83081961,6190.66597
11066,495.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.511480554,0.457945593,40.57450377,7117.95038
11067,524.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.362183686,0.397617195,29.37060684,3680.56025
11068,617.0,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.498261098,0.446518367,36.96933887,6292.96076
11069,599.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.482854142,0.433844688,33.97877886,5834.98164
11070,693.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.47973321,0.41951938,34.13758465,5063.85109
11071,558.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.577983425,0.484791782,40.18721608,7713.4796
11072,591.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.456503309,0.405898222,32.5102476,5996.07855
11073,139.0,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.553729922,0.479607332,38.86811018,6749.51819
11074,30.0,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.284442614,0.352186419,27.62154773,2825.00374
11075,583.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.429210588,0.403204844,31.11988062,4580.393
11076,341.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.626397463,0.516063505,43.95536146,7778.34916
11077,395.0,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.582482579,0.498055536,41.52614508,7861.46538
11078,573.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.592156153,0.485912698,40.64163782,7483.73632
11079,245.0,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.575902218,0.486816771,39.77772061,7172.43501
11080,424.0,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.41545835,0.395636151,31.00460557,4480.07
11081,363.0,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.619887727,0.514873193,45.718182,8465.88563
11082,343.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.509158377,0.455179564,36.04777028,6409.14001
11083,566.0,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.547743879,0.462760521,38.6454264,7071.61532
11084,81.0,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.468832886,0.420093742,34.89995717,5628.71053
11085,227.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.593378727,0.491901278,41.52614508,7380.6338
11086,505.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.192731658,0.311920972,23.41277571,1637.70402
11087,651.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.507541905,0.450786211,36.82658691,6097.44285
11088,544.0,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.480072982,0.448400516,35.18597077,5305.74363
11089,27.0,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.448841436,0.423861178,33.94201411,4850.03746
11090,103.0,12.5,0.25,0.25,0.25,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.521950271,0.455560504,36.34178123,6671.07264
11091,477.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.46082121,0.409976946,32.69048728,5393.56434
11092,676.0,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.574989422,0.488638858,40.92210139,7536.09687
11093,430.0,12.5,0.25,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.611462998,0.511834352,46.36934409,7715.81088
